language,sentence_id,token_id,head_id,dependent_id,intervener_id,dependency_relation,dependency_distance,direction,intervener_upos,head_upos,dependent_upos,arity,subtree_size,depth,modifies,complexity_score,efficiency_ratio,language_label,treebank,typology,family,region,condition,replicate,source_file,morphological_richness,head_form,dependent_form,intervener_form
catalan,3LB-CAT-06010100-17-s1,16,12,17,16,udep,4,right,PROPN,NOUN,ADP,0,1,7,neither,3.95,1.0126582278481011,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,0,activitat,durant,Firal
catalan,3LB-CAT-06010100-17-s1,19,21,18,19,det,2,left,ADJ,NOUN,DET,0,1,7,modifies_head,3.95,0.5063291139240506,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,3,mesos,els,primers
catalan,3LB-CAT-06010100-17-s1,20,21,18,20,det,2,left,NUM,NOUN,DET,0,1,7,modifies_head,3.8500000000000005,0.5194805194805194,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,3,mesos,els,cinc
catalan,3LB-CAT-06010100-17-s1,20,21,19,20,mod,1,left,NUM,NOUN,ADJ,0,1,7,modifies_head,3.8500000000000005,0.2597402597402597,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,3,mesos,primers,cinc
catalan,3LB-CAT-06010100-17-s1,18,17,21,18,comp:obj,3,right,DET,ADP,NOUN,0,1,7,modifies_dependent,3.8000000000000003,0.7894736842105262,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,4,durant,mesos,els
catalan,3LB-CAT-06010100-17-s1,19,17,21,19,comp:obj,3,right,ADJ,ADP,NOUN,0,1,7,modifies_dependent,3.95,0.7594936708860759,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,3,durant,mesos,primers
catalan,3LB-CAT-06010100-17-s1,20,17,21,20,comp:obj,3,right,NUM,ADP,NOUN,0,1,7,modifies_dependent,3.8500000000000005,0.7792207792207791,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,3,durant,mesos,cinc
catalan,3LB-CAT-06010100-17-s1,23,22,24,23,comp:obj,1,right,DET,ADP,NOUN,0,1,9,modifies_dependent,4.6000000000000005,0.21739130434782605,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,3,de,any,l'
catalan,3LB-CAT-06010100-17-s2,2,7,1,2,udep,4,left,DET,AUX,ADP,0,1,3,neither,2.2,1.8181818181818181,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,3,ha,En,aquest
catalan,3LB-CAT-06010100-17-s2,3,7,1,3,udep,4,left,NOUN,AUX,ADP,1,2,2,modifies_dependent,3.6,1.1111111111111112,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,1,ha,En,temps
catalan,3LB-CAT-06010100-17-s2,5,7,1,5,udep,4,left,DET,AUX,ADP,0,1,2,neither,1.7999999999999998,2.2222222222222223,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,4,ha,En,el
catalan,3LB-CAT-06010100-17-s2,6,7,1,6,udep,4,left,PROPN,AUX,ADP,1,2,1,modifies_head,3.1500000000000004,1.2698412698412698,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,0,ha,En,Palau
catalan,3LB-CAT-06010100-17-s2,2,1,3,2,comp:obj,1,right,DET,ADP,NOUN,0,1,3,modifies_dependent,2.2,0.45454545454545453,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,3,En,temps,aquest
catalan,3LB-CAT-06010100-17-s2,9,8,10,9,comp:obj,1,right,NUM,VERB,NOUN,0,1,3,modifies_dependent,2.2500000000000004,0.44444444444444436,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,2,acollit,activitats,13
catalan,3LB-CAT-06010100-17-s2,11,10,13,11,conj:coord,1,right,ADJ,NOUN,ADP,0,1,3,modifies_head,2.3500000000000005,0.4255319148936169,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,2,activitats,a,diverses
catalan,3LB-CAT-06010100-17-s2,14,13,17,14,comp:obj,3,right,NOUN,ADP,NOUN,1,2,4,modifies_head,4.4,0.6818181818181818,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,1,a,certàmens,banda
catalan,3LB-CAT-06010100-17-s2,15,13,17,15,comp:obj,3,right,ADP,ADP,NOUN,0,1,5,neither,3.0,1.0,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,0,a,certàmens,de
catalan,3LB-CAT-06010100-17-s2,16,13,17,16,comp:obj,3,right,DET,ADP,NOUN,0,1,5,modifies_dependent,3.0,1.0,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,4,a,certàmens,els
catalan,3LB-CAT-06010100-17-s2,18,17,19,18,udep,1,right,ADJ,NOUN,ADP,0,1,5,modifies_head,3.1500000000000004,0.31746031746031744,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,1,certàmens,de,firals
catalan,3LB-CAT-06010100-17-s2,20,19,21,20,comp:obj,1,right,ADJ,ADP,NOUN,0,1,7,modifies_dependent,3.95,0.2531645569620253,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,1,de,format,gran
catalan,3LB-CAT-06010100-17-s2,24,29,23,24,subj,5,left,ADP,AUX,PRON,1,3,3,modifies_dependent,4.4,1.1363636363636362,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,0,han,algunes,de
catalan,3LB-CAT-06010100-17-s2,25,29,23,25,subj,5,left,DET,AUX,PRON,0,1,5,neither,3.0,1.6666666666666667,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,4,han,algunes,les
catalan,3LB-CAT-06010100-17-s2,26,29,23,26,subj,5,left,PRON,AUX,PRON,1,2,4,neither,4.25,1.1764705882352942,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,2,han,algunes,quals
catalan,3LB-CAT-06010100-17-s2,27,29,23,27,subj,5,left,ADV,AUX,PRON,0,1,2,modifies_head,1.95,2.5641025641025643,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,1,han,algunes,no
catalan,3LB-CAT-06010100-17-s2,28,29,23,28,subj,5,left,PRON,AUX,PRON,0,1,3,neither,2.2500000000000004,2.222222222222222,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,5,han,algunes,s'
catalan,3LB-CAT-06010100-17-s2,25,24,26,25,comp:obj,1,right,DET,ADP,PRON,0,1,5,modifies_dependent,3.0,0.3333333333333333,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,4,de,quals,les
catalan,3LB-CAT-06010100-17-s2,28,29,27,28,mod,1,left,PRON,AUX,ADV,0,1,3,neither,2.2500000000000004,0.44444444444444436,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,5,han,no,s'
catalan,3LB-CAT-06010100-17-s2,29,30,28,29,comp:obj,1,left,AUX,VERB,PRON,3,11,1,neither,10.4,0.09615384615384615,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,5,obert,s',han
catalan,3LB-CAT-06010100-17-s2,8,7,29,8,mod,19,right,VERB,AUX,AUX,1,13,1,modifies_head,9.850000000000001,1.928934010152284,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,4,ha,han,acollit
catalan,3LB-CAT-06010100-17-s2,9,7,29,9,mod,19,right,NUM,AUX,AUX,0,1,3,neither,2.2500000000000004,8.444444444444443,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,2,ha,han,13
catalan,3LB-CAT-06010100-17-s2,10,7,29,10,mod,19,right,NOUN,AUX,AUX,3,12,2,neither,11.6,1.6379310344827587,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,2,ha,han,activitats
catalan,3LB-CAT-06010100-17-s2,11,7,29,11,mod,19,right,ADJ,AUX,AUX,0,1,3,neither,2.3500000000000005,8.085106382978722,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,2,ha,han,diverses
catalan,3LB-CAT-06010100-17-s2,13,7,29,13,mod,19,right,ADP,AUX,AUX,2,9,3,neither,9.0,2.111111111111111,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,1,ha,han,a
catalan,3LB-CAT-06010100-17-s2,14,7,29,14,mod,19,right,NOUN,AUX,AUX,1,2,4,neither,4.4,4.3181818181818175,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,1,ha,han,banda
catalan,3LB-CAT-06010100-17-s2,15,7,29,15,mod,19,right,ADP,AUX,AUX,0,1,5,neither,3.0,6.333333333333333,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,0,ha,han,de
catalan,3LB-CAT-06010100-17-s2,16,7,29,16,mod,19,right,DET,AUX,AUX,0,1,5,neither,3.0,6.333333333333333,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,4,ha,han,els
catalan,3LB-CAT-06010100-17-s2,17,7,29,17,mod,19,right,NOUN,AUX,AUX,3,6,4,neither,8.799999999999999,2.159090909090909,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,3,ha,han,certàmens
catalan,3LB-CAT-06010100-17-s2,18,7,29,18,mod,19,right,ADJ,AUX,AUX,0,1,5,neither,3.1500000000000004,6.031746031746031,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,1,ha,han,firals
catalan,3LB-CAT-06010100-17-s2,19,7,29,19,mod,19,right,ADP,AUX,AUX,1,3,5,neither,5.2,3.6538461538461537,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,0,ha,han,de
catalan,3LB-CAT-06010100-17-s2,20,7,29,20,mod,19,right,ADJ,AUX,AUX,0,1,7,neither,3.95,4.810126582278481,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,1,ha,han,gran
catalan,3LB-CAT-06010100-17-s2,21,7,29,21,mod,19,right,NOUN,AUX,AUX,1,2,6,neither,5.2,3.6538461538461537,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,2,ha,han,format
catalan,3LB-CAT-06010100-17-s2,23,7,29,23,mod,19,right,PRON,AUX,AUX,1,4,2,modifies_dependent,4.65,4.086021505376344,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,3,ha,han,algunes
catalan,3LB-CAT-06010100-17-s2,24,7,29,24,mod,19,right,ADP,AUX,AUX,1,3,3,neither,4.4,4.3181818181818175,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,0,ha,han,de
catalan,3LB-CAT-06010100-17-s2,25,7,29,25,mod,19,right,DET,AUX,AUX,0,1,5,neither,3.0,6.333333333333333,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,4,ha,han,les
catalan,3LB-CAT-06010100-17-s2,26,7,29,26,mod,19,right,PRON,AUX,AUX,1,2,4,neither,4.25,4.470588235294118,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,2,ha,han,quals
catalan,3LB-CAT-06010100-17-s2,27,7,29,27,mod,19,right,ADV,AUX,AUX,0,1,2,modifies_dependent,1.95,9.743589743589745,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,1,ha,han,no
catalan,3LB-CAT-06010100-17-s2,28,7,29,28,mod,19,right,PRON,AUX,AUX,0,1,3,neither,2.2500000000000004,8.444444444444443,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,5,ha,han,s'
catalan,3LB-CAT-06010100-17-s2,32,31,33,32,comp:obj,1,right,DET,ADP,NOUN,0,1,5,modifies_dependent,3.0,0.3333333333333333,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,4,a,públic,el
catalan,3LB-CAT-06010100-17-s3,3,2,4,3,comp:obj,1,right,DET,VERB,NOUN,0,1,2,modifies_dependent,1.7999999999999998,0.5555555555555556,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,3,suposa,utilització,una
catalan,3LB-CAT-06010100-17-s3,6,5,7,6,comp:obj,1,right,DET,ADP,NOUN,0,1,4,modifies_dependent,2.6,0.3846153846153846,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,3,d',recinte,aquest
catalan,3LB-CAT-06010100-17-s3,5,4,8,5,mod,3,right,ADP,NOUN,ADP,1,3,2,modifies_head,3.9999999999999996,0.7500000000000001,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,0,utilització,de,d'
catalan,3LB-CAT-06010100-17-s3,6,4,8,6,mod,3,right,DET,NOUN,ADP,0,1,4,neither,2.6,1.1538461538461537,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,3,utilització,de,aquest
catalan,3LB-CAT-06010100-17-s3,7,4,8,7,mod,3,right,NOUN,NOUN,ADP,1,2,3,neither,4.0,0.75,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,2,utilització,de,recinte
catalan,3LB-CAT-06010100-17-s3,9,8,10,9,comp:obj,1,right,DET,ADP,NUM,0,1,4,modifies_dependent,2.6,0.3846153846153846,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,4,de,40,el
catalan,3LB-CAT-06010100-17-s3,11,10,13,11,udep,2,right,ADP,NUM,ADP,1,2,4,modifies_head,4.2,0.47619047619047616,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,0,40,de,per
catalan,3LB-CAT-06010100-17-s3,12,10,13,12,udep,2,right,NUM,NUM,ADP,0,1,5,neither,3.0500000000000003,0.6557377049180327,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,2,40,de,cent
catalan,3LB-CAT-06010100-17-s3,16,15,17,16,comp:obj,1,right,DET,ADP,NOUN,0,1,8,modifies_dependent,4.2,0.23809523809523808,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,3,d',any,aquest
catalan,3LB-CAT-06010100-17-s4,2,8,1,2,udep,5,left,PROPN,VERB,ADP,1,3,2,modifies_dependent,4.1499999999999995,1.2048192771084338,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,0,constaten,Segons,Fira
catalan,3LB-CAT-06010100-17-s4,3,8,1,3,udep,5,left,ADP,VERB,ADP,1,2,3,neither,3.8000000000000003,1.3157894736842104,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,0,constaten,Segons,de
catalan,3LB-CAT-06010100-17-s4,4,8,1,4,udep,5,left,PROPN,VERB,ADP,0,1,4,neither,2.75,1.8181818181818181,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,0,constaten,Segons,Manresa
catalan,3LB-CAT-06010100-17-s4,6,8,1,6,udep,5,left,DET,VERB,ADP,0,1,2,neither,1.7999999999999998,2.777777777777778,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,4,constaten,Segons,les
catalan,3LB-CAT-06010100-17-s4,7,8,1,7,udep,5,left,NOUN,VERB,ADP,1,2,1,modifies_head,3.2,1.5625,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,2,constaten,Segons,estadístiques
catalan,3LB-CAT-06010100-17-s4,10,9,12,10,comp:obj,2,right,DET,SCONJ,AUX,0,1,4,neither,2.6,0.7692307692307692,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,4,que,és,el
catalan,3LB-CAT-06010100-17-s4,11,9,12,11,comp:obj,2,right,PROPN,SCONJ,AUX,1,2,3,modifies_dependent,3.95,0.5063291139240506,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,0,que,és,Palau
catalan,3LB-CAT-06010100-17-s4,13,12,14,13,comp:pred,1,right,DET,AUX,NOUN,0,1,4,modifies_dependent,2.6,0.3846153846153846,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,3,és,equipament,un
catalan,3LB-CAT-06010100-17-s5,3,9,2,3,subj,6,left,ADP,VERB,NOUN,1,6,2,modifies_dependent,5.8,1.0344827586206897,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,0,afirmen,responsables,de
catalan,3LB-CAT-06010100-17-s5,4,9,2,4,subj,6,left,DET,VERB,NOUN,0,1,4,neither,2.6,2.3076923076923075,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,4,afirmen,responsables,la
catalan,3LB-CAT-06010100-17-s5,5,9,2,5,subj,6,left,NOUN,VERB,NOUN,2,5,3,neither,6.8,0.8823529411764706,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,2,afirmen,responsables,gestió
catalan,3LB-CAT-06010100-17-s5,6,9,2,6,subj,6,left,ADP,VERB,NOUN,1,3,4,neither,4.800000000000001,1.2499999999999998,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,0,afirmen,responsables,de
catalan,3LB-CAT-06010100-17-s5,7,9,2,7,subj,6,left,DET,VERB,NOUN,0,1,6,neither,3.4000000000000004,1.764705882352941,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,4,afirmen,responsables,el
catalan,3LB-CAT-06010100-17-s5,8,9,2,8,subj,6,left,NOUN,VERB,NOUN,1,2,5,neither,4.8,1.25,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,2,afirmen,responsables,recinte
catalan,3LB-CAT-06010100-17-s5,4,3,5,4,comp:obj,1,right,DET,ADP,NOUN,0,1,4,modifies_dependent,2.6,0.3846153846153846,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,4,de,gestió,la
catalan,3LB-CAT-06010100-17-s5,7,6,8,7,comp:obj,1,right,DET,ADP,NOUN,0,1,6,modifies_dependent,3.4000000000000004,0.2941176470588235,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,4,de,recinte,el
catalan,3LB-CAT-06010100-17-s5,11,10,13,11,comp:obj,2,right,DET,SCONJ,VERB,0,1,4,neither,2.6,0.7692307692307692,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,3,que,contrasten,aquestes
catalan,3LB-CAT-06010100-17-s5,12,10,13,12,comp:obj,2,right,NOUN,SCONJ,VERB,1,2,3,modifies_dependent,4.0,0.5,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,2,que,contrasten,dades
catalan,3LB-CAT-06010100-17-s5,15,14,16,15,comp:obj,1,right,DET,ADP,NOUN,0,1,5,modifies_dependent,3.0,0.3333333333333333,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,4,amb,percepció,la
catalan,3LB-CAT-06010100-17-s5,18,17,19,18,comp:obj,1,right,DET,ADP,NOUN,0,1,7,modifies_dependent,3.8000000000000003,0.2631578947368421,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,3,de,ciutadans,molts
catalan,3LB-CAT-06010100-17-s5,17,16,20,17,udep,3,right,ADP,NOUN,SCONJ,1,3,5,modifies_head,5.2,0.5769230769230769,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,0,percepció,que,de
catalan,3LB-CAT-06010100-17-s5,18,16,20,18,udep,3,right,DET,NOUN,SCONJ,0,1,7,neither,3.8000000000000003,0.7894736842105262,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,3,percepció,que,molts
catalan,3LB-CAT-06010100-17-s5,19,16,20,19,udep,3,right,NOUN,NOUN,SCONJ,1,2,6,neither,5.2,0.5769230769230769,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,2,percepció,que,ciutadans
catalan,3LB-CAT-06010100-17-s5,21,20,23,21,comp:obj,2,right,DET,SCONJ,VERB,0,1,8,neither,4.2,0.47619047619047616,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,3,que,roman,aquest
catalan,3LB-CAT-06010100-17-s5,22,20,23,22,comp:obj,2,right,NOUN,SCONJ,VERB,1,2,7,modifies_dependent,5.6,0.35714285714285715,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,2,que,roman,edifici
catalan,3LB-CAT-06010100-17-s5,24,23,25,24,udep,1,right,ADJ,VERB,ADP,0,1,7,modifies_head,3.95,0.2531645569620253,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,2,roman,durant,inactiu
catalan,3LB-CAT-06010100-17-s5,26,25,27,26,comp:obj,1,right,ADJ,ADP,NOUN,0,1,9,modifies_dependent,4.75,0.21052631578947367,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,2,durant,part,bona
catalan,3LB-CAT-06010100-17-s5,29,28,30,29,comp:obj,1,right,DET,ADP,NOUN,0,1,11,modifies_dependent,5.4,0.18518518518518517,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,3,de,any,l'
catalan,3LB-CAT-06010100-17-s6,2,12,1,2,udep,9,left,DET,AUX,ADP,0,1,3,neither,2.2,4.090909090909091,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,3,ha,En,aquests
catalan,3LB-CAT-06010100-17-s6,3,12,1,3,udep,9,left,ADJ,AUX,ADP,0,1,3,neither,2.3500000000000005,3.8297872340425525,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,3,ha,En,primers
catalan,3LB-CAT-06010100-17-s6,4,12,1,4,udep,9,left,NUM,AUX,ADP,0,1,3,neither,2.2500000000000004,3.999999999999999,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,3,ha,En,cinc
catalan,3LB-CAT-06010100-17-s6,5,12,1,5,udep,9,left,NOUN,AUX,ADP,4,6,2,modifies_dependent,9.0,1.0,Catalan,SUD_Catalan-AnCora,SVO,Romance,Europe,real,0,ca_ancora-sud-dev.conllu,2,ha,En,mesos
