language,sentence_id,token_id,head_id,dependent_id,intervener_id,dependency_relation,dependency_distance,direction,intervener_upos,head_upos,dependent_upos,arity,subtree_size,depth,modifies,complexity_score,efficiency_ratio,language_label,treebank,typology,family,region,condition,replicate,source_file,morphological_richness,head_form,dependent_form,intervener_form
galician,dev-1,16,15,18,16,comp:obj,2,right,DET,ADP,NOUN,0,1,4,modifies_dependent,2.6,0.7692307692307692,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,a,tratamento,o
galician,dev-1,17,15,18,17,comp:obj,2,right,ADJ,ADP,NOUN,0,1,4,modifies_dependent,2.75,0.7272727272727273,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,a,tratamento,mellor
galician,dev-1,15,14,22,15,comp:obl,6,right,ADP,ADJ,VERB,1,6,2,modifies_head,5.8,1.0344827586206897,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,superior,incrementa,a
galician,dev-1,16,14,22,16,comp:obl,6,right,DET,ADJ,VERB,0,1,4,neither,2.6,2.3076923076923075,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,superior,incrementa,o
galician,dev-1,17,14,22,17,comp:obl,6,right,ADJ,ADJ,VERB,0,1,4,neither,2.75,2.1818181818181817,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,superior,incrementa,mellor
galician,dev-1,18,14,22,18,comp:obl,6,right,NOUN,ADJ,VERB,3,5,3,neither,7.8,0.7692307692307693,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,superior,incrementa,tratamento
galician,dev-1,19,14,22,19,comp:obl,6,right,ADP,ADJ,VERB,1,2,4,neither,4.2,1.4285714285714286,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,superior,incrementa,de
galician,dev-1,20,14,22,20,comp:obl,6,right,NOUN,ADJ,VERB,0,1,5,neither,3.2,1.875,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,superior,incrementa,soporte
galician,dev-1,23,22,24,23,comp:obj,1,right,DET,VERB,NOUN,0,1,4,modifies_dependent,2.6,0.3846153846153846,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,incrementa,mediana,a
galician,dev-1,28,27,29,28,comp:obj,1,right,NUM,ADP,NOUN,0,1,8,modifies_dependent,4.25,0.23529411764705882,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,en,meses,1.5-2
galician,dev-1,27,26,30,27,cc,3,right,ADP,NOUN,CCONJ,1,3,6,modifies_head,5.6000000000000005,0.5357142857142857,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,supervivencia,e,en
galician,dev-1,28,26,30,28,cc,3,right,NUM,NOUN,CCONJ,0,1,8,neither,4.25,0.7058823529411765,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,supervivencia,e,1.5-2
galician,dev-1,29,26,30,29,cc,3,right,NOUN,NOUN,CCONJ,1,2,7,neither,5.6,0.5357142857142857,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,supervivencia,e,meses
galician,dev-1,27,26,31,27,unk,4,right,ADP,NOUN,NOUN,1,3,6,modifies_head,5.6000000000000005,0.7142857142857142,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,supervivencia,mellora,en
galician,dev-1,28,26,31,28,unk,4,right,NUM,NOUN,NOUN,0,1,8,neither,4.25,0.9411764705882353,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,supervivencia,mellora,1.5-2
galician,dev-1,29,26,31,29,unk,4,right,NOUN,NOUN,NOUN,1,2,7,neither,5.6,0.7142857142857143,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,supervivencia,mellora,meses
galician,dev-1,30,26,31,30,unk,4,right,CCONJ,NOUN,NOUN,0,1,6,modifies_head,3.3500000000000005,1.1940298507462686,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,supervivencia,mellora,e
galician,dev-1,23,22,33,23,comp:obj,10,right,DET,VERB,NOUN,0,1,4,neither,2.6,3.846153846153846,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,incrementa,síntomas,a
galician,dev-1,24,22,33,24,comp:obj,10,right,NOUN,VERB,NOUN,2,9,3,modifies_head,9.2,1.0869565217391306,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,incrementa,síntomas,mediana
galician,dev-1,25,22,33,25,comp:obj,10,right,ADP,VERB,NOUN,1,7,4,neither,7.200000000000001,1.3888888888888886,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,incrementa,síntomas,de
galician,dev-1,26,22,33,26,comp:obj,10,right,NOUN,VERB,NOUN,3,6,5,neither,9.2,1.0869565217391306,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,incrementa,síntomas,supervivencia
galician,dev-1,27,22,33,27,comp:obj,10,right,ADP,VERB,NOUN,1,3,6,neither,5.6000000000000005,1.7857142857142856,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,incrementa,síntomas,en
galician,dev-1,28,22,33,28,comp:obj,10,right,NUM,VERB,NOUN,0,1,8,neither,4.25,2.3529411764705883,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,incrementa,síntomas,1.5-2
galician,dev-1,29,22,33,29,comp:obj,10,right,NOUN,VERB,NOUN,1,2,7,neither,5.6,1.7857142857142858,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,incrementa,síntomas,meses
galician,dev-1,30,22,33,30,comp:obj,10,right,CCONJ,VERB,NOUN,0,1,6,neither,3.3500000000000005,2.9850746268656714,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,incrementa,síntomas,e
galician,dev-1,31,22,33,31,comp:obj,10,right,NOUN,VERB,NOUN,0,1,6,neither,3.6000000000000005,2.7777777777777772,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,incrementa,síntomas,mellora
galician,dev-1,32,22,33,32,comp:obj,10,right,DET,VERB,NOUN,0,1,4,modifies_dependent,2.6,3.846153846153846,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,incrementa,síntomas,os
galician,dev-1,34,33,36,34,mod,2,right,CCONJ,NOUN,NOUN,0,1,4,modifies_head,2.5500000000000003,0.784313725490196,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,síntomas,calidade,e
galician,dev-1,35,33,36,35,mod,2,right,DET,NOUN,NOUN,0,1,5,modifies_dependent,3.0,0.6666666666666666,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,síntomas,calidade,a
galician,dev-1,37,36,39,37,udep,2,right,ADP,NOUN,ADP,1,2,5,modifies_head,4.6000000000000005,0.4347826086956521,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,calidade,en,de
galician,dev-1,38,36,39,38,udep,2,right,NOUN,NOUN,ADP,0,1,6,neither,3.6000000000000005,0.5555555555555555,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,calidade,en,vida
galician,dev-1,40,39,41,40,comp:obj,1,right,DET,ADP,NOUN,0,1,7,modifies_dependent,3.8000000000000003,0.2631578947368421,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,en,metade,a
galician,dev-1,43,42,44,43,comp:obj,1,right,DET,ADP,NOUN,0,1,9,modifies_dependent,4.6000000000000005,0.21739130434782605,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,de,pacientes,os
galician,dev-2,2,5,1,2,udep,2,left,DET,VERB,ADP,0,1,3,neither,2.2,0.9090909090909091,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,queda,En,todo
galician,dev-2,3,5,1,3,udep,2,left,NOUN,VERB,ADP,1,2,2,modifies_dependent,3.6,0.5555555555555556,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,queda,En,caso
galician,dev-2,2,1,3,2,comp:obj,1,right,DET,ADP,NOUN,0,1,3,modifies_dependent,2.2,0.45454545454545453,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,En,caso,todo
galician,dev-2,6,5,7,6,subj,1,right,VERB,VERB,VERB,0,1,1,modifies_head,1.65,0.6060606060606061,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,queda,circular,prohibido
galician,dev-2,11,10,12,11,comp:obj,1,right,NUM,ADP,NOUN,0,1,6,modifies_dependent,3.4500000000000006,0.28985507246376807,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,de,anos,12
galician,dev-2,11,10,13,11,comp:obl,2,right,NUM,ADP,VERB,0,1,6,neither,3.4500000000000006,0.5797101449275361,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,de,situados,12
galician,dev-2,12,10,13,12,comp:obl,2,right,NOUN,ADP,VERB,1,2,5,modifies_head,4.8,0.4166666666666667,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,de,situados,anos
galician,dev-2,15,14,16,15,comp:obj,1,right,DET,ADP,NOUN,0,1,8,modifies_dependent,4.2,0.23809523809523808,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,en,asentos,os
galician,dev-2,17,16,18,17,udep,1,right,ADJ,NOUN,ADP,0,1,8,modifies_head,4.3500000000000005,0.22988505747126434,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,asentos,de,dianteiros
galician,dev-2,19,18,20,19,comp:obj,1,right,DET,ADP,NOUN,0,1,10,modifies_dependent,5.0,0.2,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,de,vehículo,o
galician,dev-2,8,7,22,8,comp:obj,13,right,ADP,VERB,ADP,1,13,2,modifies_head,10.000000000000002,1.2999999999999998,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,circular,salvo,con
galician,dev-2,9,7,22,9,comp:obj,13,right,NOUN,VERB,ADP,1,12,3,neither,9.999999999999998,1.3000000000000003,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,circular,salvo,menores
galician,dev-2,10,7,22,10,comp:obj,13,right,ADP,VERB,ADP,2,11,4,neither,10.6,1.2264150943396226,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,circular,salvo,de
galician,dev-2,11,7,22,11,comp:obj,13,right,NUM,VERB,ADP,0,1,6,neither,3.4500000000000006,3.768115942028985,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,circular,salvo,12
galician,dev-2,12,7,22,12,comp:obj,13,right,NOUN,VERB,ADP,1,2,5,neither,4.8,2.7083333333333335,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,circular,salvo,anos
galician,dev-2,13,7,22,13,comp:obj,13,right,VERB,VERB,ADP,1,8,5,neither,8.45,1.5384615384615385,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,circular,salvo,situados
galician,dev-2,14,7,22,14,comp:obj,13,right,ADP,VERB,ADP,1,7,6,neither,8.0,1.625,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,circular,salvo,en
galician,dev-2,15,7,22,15,comp:obj,13,right,DET,VERB,ADP,0,1,8,neither,4.2,3.095238095238095,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,circular,salvo,os
galician,dev-2,16,7,22,16,comp:obj,13,right,NOUN,VERB,ADP,3,6,7,neither,10.0,1.3,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,circular,salvo,asentos
galician,dev-2,17,7,22,17,comp:obj,13,right,ADJ,VERB,ADP,0,1,8,neither,4.3500000000000005,2.9885057471264362,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,circular,salvo,dianteiros
galician,dev-2,18,7,22,18,comp:obj,13,right,ADP,VERB,ADP,1,3,8,neither,6.4,2.03125,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,circular,salvo,de
galician,dev-2,19,7,22,19,comp:obj,13,right,DET,VERB,ADP,0,1,10,neither,5.0,2.6,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,circular,salvo,o
galician,dev-2,20,7,22,20,comp:obj,13,right,NOUN,VERB,ADP,1,2,9,neither,6.4,2.03125,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,circular,salvo,vehículo
galician,dev-2,25,24,26,25,comp:obj,1,right,ADJ,VERB,VERB,0,1,5,modifies_head,3.1500000000000004,0.31746031746031744,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,utilicen,homologados,dispositivos
galician,dev-2,28,27,29,28,comp:obj,1,right,DET,ADP,NOUN,0,1,8,modifies_dependent,4.2,0.23809523809523808,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,para,efecto,o
galician,dev-3,4,3,5,4,udep,1,right,NOUN,VERB,ADP,0,1,1,modifies_head,1.6,0.625,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,supoñen,para,límites
galician,dev-3,6,5,7,6,comp:obj,1,right,DET,ADP,NOUN,0,1,3,modifies_dependent,2.2,0.45454545454545453,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,para,dereitos,os
galician,dev-3,4,3,10,4,cc,6,right,NOUN,VERB,CCONJ,0,1,1,modifies_head,1.6,3.75,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,supoñen,e,límites
galician,dev-3,5,3,10,5,cc,6,right,ADP,VERB,CCONJ,1,5,1,modifies_head,4.800000000000001,1.2499999999999998,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,supoñen,e,para
galician,dev-3,6,3,10,6,cc,6,right,DET,VERB,CCONJ,0,1,3,neither,2.2,2.727272727272727,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,supoñen,e,os
galician,dev-3,7,3,10,7,cc,6,right,NOUN,VERB,CCONJ,2,4,2,neither,5.8,1.0344827586206897,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,supoñen,e,dereitos
galician,dev-3,8,3,10,8,cc,6,right,ADP,VERB,CCONJ,1,2,3,neither,3.8000000000000003,1.5789473684210524,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,supoñen,e,de
galician,dev-3,9,3,10,9,cc,6,right,NOUN,VERB,CCONJ,0,1,4,neither,2.8000000000000003,2.142857142857143,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,supoñen,e,propiedade
galician,dev-3,4,3,11,4,comp:obl,7,right,NOUN,VERB,AUX,0,1,1,modifies_head,1.6,4.375,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,supoñen,podemos,límites
galician,dev-3,5,3,11,5,comp:obl,7,right,ADP,VERB,AUX,1,5,1,modifies_head,4.800000000000001,1.458333333333333,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,supoñen,podemos,para
galician,dev-3,6,3,11,6,comp:obl,7,right,DET,VERB,AUX,0,1,3,neither,2.2,3.1818181818181817,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,supoñen,podemos,os
galician,dev-3,7,3,11,7,comp:obl,7,right,NOUN,VERB,AUX,2,4,2,neither,5.8,1.206896551724138,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,supoñen,podemos,dereitos
galician,dev-3,8,3,11,8,comp:obl,7,right,ADP,VERB,AUX,1,2,3,neither,3.8000000000000003,1.8421052631578947,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,supoñen,podemos,de
galician,dev-3,9,3,11,9,comp:obl,7,right,NOUN,VERB,AUX,0,1,4,neither,2.8000000000000003,2.4999999999999996,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,supoñen,podemos,propiedade
galician,dev-3,10,3,11,10,comp:obl,7,right,CCONJ,VERB,AUX,0,1,1,modifies_head,1.35,5.185185185185185,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,supoñen,podemos,e
galician,dev-3,13,12,14,13,comp:pred,1,right,PRON,VERB,PRON,0,1,3,modifies_head,2.2500000000000004,0.44444444444444436,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,considerar,como,os
galician,dev-3,13,12,17,13,comp:obj,3,right,PRON,VERB,NOUN,0,1,3,modifies_head,2.2500000000000004,1.333333333333333,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,considerar,atenuación,os
galician,dev-3,14,12,17,14,comp:obj,3,right,PRON,VERB,NOUN,0,1,3,modifies_head,2.2500000000000004,1.333333333333333,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,considerar,atenuación,como
galician,dev-3,15,12,17,15,comp:obj,3,right,DET,VERB,NOUN,0,1,4,modifies_dependent,2.6,1.1538461538461537,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,considerar,atenuación,unha
galician,dev-3,20,19,21,20,comp:obj,1,right,DET,ADP,NOUN,0,1,6,modifies_dependent,3.4000000000000004,0.2941176470588235,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,de,dereitos,os
galician,dev-4,2,10,1,2,det,7,left,NOUN,ADJ,DET,2,24,0,neither,17.0,0.4117647058823529,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,elevada,Unha,vez
galician,dev-4,3,10,1,3,det,7,left,VERB,ADJ,DET,1,19,1,neither,13.450000000000001,0.5204460966542751,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,elevada,Unha,avaliados
galician,dev-4,5,10,1,5,det,7,left,DET,ADJ,DET,0,1,2,neither,1.7999999999999998,3.8888888888888893,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,elevada,Unha,a
galician,dev-4,6,10,1,6,det,7,left,NOUN,ADJ,DET,2,4,1,neither,5.4,1.2962962962962963,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,elevada,Unha,proposta
galician,dev-4,7,10,1,7,det,7,left,ADP,ADJ,DET,1,2,2,neither,3.4,2.058823529411765,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,elevada,Unha,de
galician,dev-4,8,10,1,8,det,7,left,NOUN,ADJ,DET,0,1,3,neither,2.4000000000000004,2.916666666666666,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,elevada,Unha,resolución
galician,dev-4,9,10,1,9,det,7,left,AUX,ADJ,DET,1,18,2,neither,13.0,0.5384615384615384,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,elevada,Unha,será
galician,dev-4,3,2,6,3,subj,2,right,VERB,NOUN,NOUN,1,19,1,modifies_head,13.450000000000001,0.1486988847583643,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,vez,proposta,avaliados
galician,dev-4,5,2,6,5,subj,2,right,DET,NOUN,NOUN,0,1,2,modifies_dependent,1.7999999999999998,1.1111111111111112,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,vez,proposta,a
galician,dev-4,5,3,9,5,comp:obj,4,right,DET,VERB,AUX,0,1,2,neither,1.7999999999999998,2.2222222222222223,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,avaliados,será,a
galician,dev-4,6,3,9,6,comp:obj,4,right,NOUN,VERB,AUX,2,4,1,neither,5.4,0.7407407407407407,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,avaliados,será,proposta
galician,dev-4,7,3,9,7,comp:obj,4,right,ADP,VERB,AUX,1,2,2,neither,3.4,1.1764705882352942,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,avaliados,será,de
galician,dev-4,8,3,9,8,comp:obj,4,right,NOUN,VERB,AUX,0,1,3,neither,2.4000000000000004,1.6666666666666665,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,avaliados,será,resolución
galician,dev-4,12,11,13,12,comp:obj,1,right,DET,ADP,NOUN,0,1,6,modifies_dependent,3.4000000000000004,0.2941176470588235,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,a,presidente,o
galician,dev-4,15,14,16,15,comp:obj,1,right,DET,ADP,PROPN,0,1,8,modifies_dependent,4.2,0.23809523809523808,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,de,Igape,o
galician,dev-4,12,11,19,12,comp:obl,6,right,DET,ADP,VERB,0,1,6,neither,3.4000000000000004,1.764705882352941,Galician,SUD_Galician-CTG,SVO,Romance,Europe,real,0,gl_ctg-sud-dev.conllu,0,a,resolverá,o
